Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1606184635,137.110.0.70,443,192.168.1.204,62835,17,1270,414,2,3,1606184635076;1606184635076;1606184635118;1606184635189;1606184635985;,1132;118;126;138;170;,1;2;2;1;2;
1606184636,137.110.0.70,443,192.168.1.204,62835,17,304,264,2,2,1606184636053;1606184636054;1606184636601;1606184636627;,166;138;126;138;,1;2;2;1;
1606184639,137.110.0.70,443,192.168.1.204,62835,17,4487,12960,11,18,1606184639171;1606184639171;1606184639172;1606184639172;1606184639288;1606184639288;1606184639288;1606184639352;1606184639352;1606184639353;1606184639353;1606184639353;1606184639408;1606184639408;1606184639409;1606184639463;1606184639463;1606184639463;1606184639515;1606184639515;1606184639516;1606184639568;1606184639579;1606184639579;1606184639579;1606184639580;1606184639580;1606184639580;1606184639580;,173;173;138;150;339;177;1366;138;177;1366;1366;138;138;1366;1366;138;1366;1366;138;1366;538;138;1366;1366;542;138;138;138;138;,1;1;2;2;2;2;2;1;1;2;2;2;1;2;2;1;2;2;1;2;2;1;1;1;1;2;2;2;2;
1606184640,192.168.1.240,5353,224.0.0.251,5353,17,143,0,1,0,1606184640091;,143;,1;
1606184640,FE80::426:B589:EABF:4EE,5353,FF02::FB,5353,17,163,0,1,0,1606184640091;,163;,1;
1606184641,137.110.0.70,443,192.168.1.204,62835,17,174,292,1,2,1606184641106;1606184641164;1606184641164;,174;174;118;,2;1;2;
1606184641,192.168.1.240,5353,224.0.0.251,5353,17,143,0,1,0,1606184641110;,143;,1;
1606184641,FE80::426:B589:EABF:4EE,5353,FF02::FB,5353,17,163,0,1,0,1606184641111;,163;,1;
