Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1606184756,137.110.0.70,443,192.168.1.204,62835,17,773,744,5,5,1606184756008;1606184756008;1606184756009;1606184756009;1606184756015;1606184756025;1606184756040;1606184756047;1606184756313;1606184756340;,180;179;138;138;171;171;138;138;126;138;,1;1;2;2;2;2;1;1;2;1;
1606184756,192.168.1.240,5353,224.0.0.251,5353,17,143,0,1,0,1606184756928;,143;,1;
1606184756,FE80::426:B589:EABF:4EE,5353,FF02::FB,5353,17,163,0,1,0,1606184756928;,163;,1;
1606184757,137.110.0.70,443,192.168.1.204,62835,17,304,308,2,2,1606184757537;1606184757566;1606184757599;1606184757599;,170;138;166;138;,2;1;1;2;
1606184758,137.110.0.70,443,192.168.1.204,62835,17,661,618,4,4,1606184758056;1606184758057;1606184758059;1606184758133;1606184758326;1606184758327;1606184758333;1606184758356;,178;138;171;138;207;138;171;138;,1;2;2;1;1;2;2;1;
1606184759,137.110.0.70,443,192.168.1.204,62835,17,14306,19752,31,34,1606184759285;1606184759285;1606184759285;1606184759286;1606184759302;1606184759325;1606184759521;1606184759521;1606184759543;1606184759543;1606184759564;1606184759564;1606184759565;1606184759565;1606184759592;1606184759592;1606184759592;1606184759592;1606184759595;1606184759595;1606184759596;1606184759596;1606184759596;1606184759620;1606184759620;1606184759620;1606184759621;1606184759621;1606184759647;1606184759705;1606184759705;1606184759706;1606184759731;1606184759744;1606184759795;1606184759795;1606184759796;1606184759796;1606184759796;1606184759796;1606184759796;1606184759796;1606184759796;1606184759847;1606184759854;1606184759854;1606184759854;1606184759854;1606184759855;1606184759855;1606184759855;1606184759856;1606184759856;1606184759856;1606184759856;1606184759856;1606184759856;1606184759907;1606184759926;1606184759926;1606184759926;1606184759926;1606184759926;1606184759926;1606184759926;,1366;1207;138;138;171;138;328;138;128;128;416;428;1362;204;1346;1346;305;169;1362;204;1362;198;810;153;140;141;149;380;149;1333;140;152;149;138;339;177;1366;1366;565;1366;1366;565;1366;138;138;138;138;138;1366;1366;912;138;138;138;138;177;138;138;1366;1366;543;138;138;138;138;,1;1;2;2;2;1;1;2;2;2;1;1;2;2;1;1;1;1;2;2;2;2;2;1;1;1;2;1;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;1;1;1;1;1;2;1;1;1;1;2;2;2;2;
1606184760,137.110.0.70,443,192.168.1.204,62835,17,3234,1174,7,8,1606184760107;1606184760107;1606184760107;1606184760107;1606184760136;1606184760136;1606184760136;1606184760155;1606184760166;1606184760183;1606184760536;1606184760536;1606184760563;1606184760590;1606184760591;,1366;996;138;138;171;284;138;171;138;138;174;126;138;174;118;,1;1;2;2;2;1;2;2;1;1;2;2;1;1;2;
1606184760,192.168.1.240,5353,224.0.0.251,5353,17,143,0,1,0,1606184760340;,143;,1;
1606184760,FE80::426:B589:EABF:4EE,5353,FF02::FB,5353,17,163,0,1,0,1606184760340;,163;,1;
1606184761,137.110.0.70,443,192.168.1.204,62835,17,322,244,2,2,1606184761062;1606184761102;1606184761947;1606184761948;,106;118;204;138;,2;1;1;2;
1606184761,192.168.1.240,5353,224.0.0.251,5353,17,143,0,1,0,1606184761433;,143;,1;
1606184761,FE80::426:B589:EABF:4EE,5353,FF02::FB,5353,17,163,0,1,0,1606184761433;,163;,1;
1606184764,192.168.1.240,5353,224.0.0.251,5353,17,143,0,1,0,1606184764506;,143;,1;
1606184764,FE80::426:B589:EABF:4EE,5353,FF02::FB,5353,17,163,0,1,0,1606184764506;,163;,1;
1606184765,192.168.1.240,5353,224.0.0.251,5353,17,143,0,1,0,1606184765530;,143;,1;
1606184765,FE80::426:B589:EABF:4EE,5353,FF02::FB,5353,17,163,0,1,0,1606184765530;,163;,1;
1606184767,137.110.0.70,443,192.168.1.204,62835,17,3527,849,5,6,1606184767069;1606184767069;1606184767069;1606184767070;1606184767070;1606184767070;1606184767070;1606184767084;1606184767109;1606184767662;1606184767688;,1366;1366;519;138;138;138;138;171;138;126;138;,1;1;1;2;2;2;2;2;1;2;1;
1606184768,137.110.0.70,443,192.168.1.204,62835,17,1038,926,6,6,1606184768604;1606184768604;1606184768605;1606184768605;1606184768611;1606184768614;1606184768621;1606184768636;1606184768636;1606184768644;1606184768669;1606184768670;,280;178;138;138;171;170;171;138;138;138;166;138;,1;1;2;2;2;2;2;1;1;1;1;2;
1606184768,192.168.1.240,5353,224.0.0.251,5353,17,143,0,1,0,1606184768684;,143;,1;
1606184768,FE80::426:B589:EABF:4EE,5353,FF02::FB,5353,17,163,0,1,0,1606184768684;,163;,1;
1606184769,137.110.0.70,443,192.168.1.204,62835,17,936,618,4,4,1606184769525;1606184769525;1606184769531;1606184769559;1606184769832;1606184769833;1606184769840;1606184769861;,440;138;171;138;220;138;171;138;,1;2;2;1;1;2;2;1;
1606184769,192.168.1.240,5353,224.0.0.251,5353,17,143,0,1,0,1606184769691;,143;,1;
1606184769,FE80::426:B589:EABF:4EE,5353,FF02::FB,5353,17,163,0,1,0,1606184769691;,163;,1;
